sample_id,step,t,w_t,tau,scale_0_sigma,scale_0_loss,scale_0_target_std_mean,scale_1_sigma,scale_1_loss,scale_1_target_std_mean,scale_2_sigma,scale_2_loss,scale_2_target_std_mean,property_loss,property_mae_mean,confidence_fraction,soft_class_entropy_confident_mean,predicted_property_min,predicted_property_max,raw_grad_norm,used_grad_norm,prior_velocity_norm,guidance_velocity_norm,guided_velocity_norm,requested_guidance_ratio,used_guidance_ratio,uncapped_guidance_ratio,guidance_cap_fraction,guidance_gradient_reference_norm,guidance_gradient_reference_ratio,effective_guidance_ratio,continuous_step_norm,condition_projection_norm,initial_condition_projection_norm,pre_projection_condition_violations,post_projection_condition_violations,hard_change_count,hard_change_fraction,hard_change_inside_confidence,hard_change_outside_confidence,alpha,property_loss_mode,guidance_scaling_mode,guidance_reference_policy
0,0,0.015625,0.0,0.49975909124103446,0.0,872687009792.0,9.999999974752427e-07,1.5,439170.84375,0.0014085600851103663,3.0,22199.671875,0.006262081675231457,436343635968.0,0.9335006475448608,0.08468246459960938,2.578049898147583,0.010431102477014065,0.3786771595478058,0.0,0.0,1774.7833251953125,0.0,1774.7833251953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.441104888916016,1.5214977264404297,1051.4927978515625,0,0,886,0.00337982177734375,114,772,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,1,0.046875,0.0,0.4978353019929562,0.0,872800911360.0,9.999999974752427e-07,1.5,439222.6875,0.0014085600851103663,3.0,22202.361328125,0.006262081675231457,436400586752.0,0.9335571527481079,0.08468246459960938,2.5770671367645264,0.010369882918894291,0.3806283175945282,0.0,0.0,1773.35009765625,0.0,1773.35009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3942756652832,1.593459963798523,0.0,0,0,938,0.00357818603515625,104,834,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,2,0.078125,0.0,0.4940062506389088,0.0,872939913216.0,9.999999974752427e-07,1.5,439281.25,0.0014085600851103663,3.0,22205.384765625,0.006262081675231457,436470087680.0,0.9336217045783997,0.08468246459960938,2.575085163116455,0.0102360425516963,0.3845687210559845,0.0,0.0,1773.0833740234375,0.0,1773.0833740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3856201171875,1.6044344902038574,0.0,0,0,1058,0.00403594970703125,116,942,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,3,0.109375,0.0,0.4883088130366042,0.0,873098838016.0,9.999999974752427e-07,1.5,439343.4375,0.0014085600851103663,3.0,22208.58984375,0.006262081675231457,436549550080.0,0.9336910247802734,0.08468246459960938,2.5720534324645996,0.010031341575086117,0.3905751705169678,0.0,0.0,1772.2139892578125,0.0,1772.2139892578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.357940673828125,1.6215736865997314,0.0,0,0,1221,0.004657745361328125,146,1075,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,4,0.140625,0.0,0.48079785862468866,0.0,873273098240.0,9.999999974752427e-07,1.5,439406.0,0.0014085600851103663,3.0,22211.8125,0.006262081675231457,436636680192.0,0.93376225233078,0.08468246459960938,2.5678977966308594,0.009756393730640411,0.3987639844417572,0.0,0.0,1772.431396484375,0.0,1772.431396484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.36452865600586,1.628780722618103,0.0,0,0,1299,0.004955291748046875,130,1169,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,5,0.171875,0.0,0.4715457220000544,0.0,873467084800.0,9.999999974752427e-07,1.5,439470.5,0.0014085600851103663,3.0,22215.1328125,0.006262081675231457,436733673472.0,0.9338372349739075,0.08468246459960938,2.5625126361846924,0.009415451437234879,0.40929174423217773,0.0,0.0,1772.7767333984375,0.0,1772.7767333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3753776550293,1.6268410682678223,0.0,0,0,1519,0.005794525146484375,168,1351,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,6,0.203125,0.0,0.460641506296129,0.0,873684795392.0,9.999999974752427e-07,1.5,439537.8125,0.0014085600851103663,3.0,22218.58984375,0.006262081675231457,436842528768.0,0.9339173436164856,0.08468246459960938,2.5557589530944824,0.009013386443257332,0.4223563075065613,0.0,0.0,1772.1727294921875,0.0,1772.1727294921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.356597900390625,1.623326063156128,0.0,0,0,1730,0.00659942626953125,203,1527,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,7,0.234375,0.0,0.4481902250709918,0.0,873943400448.0,9.999999974752427e-07,1.5,439615.625,0.0014085600851103663,3.0,22222.5625,0.006262081675231457,436971831296.0,0.9340106248855591,0.08468246459960938,2.5474581718444824,0.008553128689527512,0.43819504976272583,0.0,0.0,1773.378662109375,0.0,1773.378662109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.39518356323242,1.59310781955719,0.0,0,0,1977,0.007541656494140625,225,1752,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,8,0.265625,0.06540312923014306,0.43431179096940364,0.0,874258497536.0,9.999999974752427e-07,1.5,439710.78125,0.0014085600851103663,3.0,22227.416015625,0.006262081675231457,437129379840.0,0.9341244101524353,0.08468246459960938,2.5373806953430176,0.00804103258997202,0.4570808708667755,826300352.0,0.9999999403953552,1776.8563232421875,29.05299186706543,1777.037109375,0.016350782307535765,0.01635078154504299,0.01635078154504299,0.0,0.9999999403953552,1.0,0.01635078340768814,55.510276794433594,1.567845344543457,0.0,0,0,2199,0.008388519287109375,273,1926,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,9,0.296875,0.19509032201612825,0.4191398608984867,0.0,873013575680.0,9.999999974752427e-07,1.5,439644.625,0.0014085600851103663,3.0,22228.76171875,0.006262081675231457,436506918912.0,0.9333502054214478,0.08468246459960938,2.525268793106079,0.007458105683326721,0.47931140661239624,909066176.0,1.0,1777.095458984375,86.67354583740234,1779.011962890625,0.04877258050403206,0.04877258837223053,0.04877258837223053,0.0,0.9999999403953552,1.0000001192092896,0.04877258837223053,55.57246398925781,1.5517641305923462,0.0,0,0,2704,0.01031494140625,336,2368,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
0,10,0.328125,0.3214394653031616,0.4028205488386443,0.0,867940302848.0,9.999999974752427e-07,1.5,439162.8125,0.0014085600851103663,3.0,22220.294921875,0.006262081675231457,433970282496.0,0.9303784370422363,0.08468246459960938,2.5106685161590576,0.0067694345489144325,0.5051895380020142,1039317376.0,0.9999999403953552,1776.5067138671875,142.75985717773438,1781.89013671875,0.0803598663257904,0.08035986870527267,0.08035986870527267,0.0,0.9999999403953552,1.0,0.08035987615585327,55.6611442565918,1.597573161125183,0.0,0,0,3210,0.01224517822265625,433,2777,0.25,matched_multiscale_normalized_mse_v1,reference_norm_relative_v2,first_nonzero_active_used_gradient_norm_per_sample_v1
